month,n,unemployment_raw,unemployment_lag1,unemployment_lag2,unemployment_lag3,unemployment_lag6,unemployment_lag12,localrent_raw,localrent_lag1,localrent_lag2,localrent_lag3,localrent_lag6,localrent_lag12,durable_raw,durable_lag1,durable_lag2,durable_lag3,durable_lag6,durable_lag12,10yinf_raw,10yinf_lag1,10yinf_lag2,10yinf_lag3,10yinf_lag6,10yinf_lag12,kwhcost_raw,kwhcost_lag1,kwhcost_lag2,kwhcost_lag3,kwhcost_lag6,kwhcost_lag12,sentiment_raw,sentiment_lag1,sentiment_lag2,sentiment_lag3,sentiment_lag6,sentiment_lag12,new_units_raw,new_units_lag1,new_units_lag2,new_units_lag3,new_units_lag6,new_units_lag12,altsales_raw,altsales_lag1,altsales_lag2,altsales_lag3,altsales_lag6,altsales_lag12,totalsa_raw,totalsa_lag1,totalsa_lag2,totalsa_lag3,totalsa_lag6,totalsa_lag12,ltrucksa_raw,ltrucksa_lag1,ltrucksa_lag2,ltrucksa_lag3,ltrucksa_lag6,ltrucksa_lag12,miles_raw,miles_lag1,miles_lag2,miles_lag3,miles_lag6,miles_lag12,tmaturity_raw,tmaturity_lag1,tmaturity_lag2,tmaturity_lag3,tmaturity_lag6,tmaturity_lag12,carcpi_raw,carcpi_lag1,carcpi_lag2,carcpi_lag3,carcpi_lag6,carcpi_lag12,newhouses_raw,newhouses_lag1,newhouses_lag2,newhouses_lag3,newhouses_lag6,newhouses_lag12,GM_raw,GM_lag1,GM_lag2,GM_lag3,GM_lag6,GM_lag12,GM_v_raw,GM_v_lag1,GM_v_lag2,GM_v_lag3,GM_v_lag6,GM_v_lag12,F_raw,F_lag1,F_lag2,F_lag3,F_lag6,F_lag12,F_v_raw,F_v_lag1,F_v_lag2,F_v_lag3,F_v_lag6,F_v_lag12,TSLA_raw,TSLA_lag1,TSLA_lag2,TSLA_lag3,TSLA_lag6,TSLA_lag12,TSLA_v_raw,TSLA_v_lag1,TSLA_v_lag2,TSLA_v_lag3,TSLA_v_lag6,TSLA_v_lag12,AN_raw,AN_lag1,AN_lag2,AN_lag3,AN_lag6,AN_lag12,AN_v_raw,AN_v_lag1,AN_v_lag2,AN_v_lag3,AN_v_lag6,AN_v_lag12,MZDAY_raw,MZDAY_lag1,MZDAY_lag2,MZDAY_lag3,MZDAY_lag6,MZDAY_lag12,MZDAY_v_raw,MZDAY_v_lag1,MZDAY_v_lag2,MZDAY_v_lag3,MZDAY_v_lag6,MZDAY_v_lag12,XOM_raw,XOM_lag1,XOM_lag2,XOM_lag3,XOM_lag6,XOM_lag12,XOM_v_raw,XOM_v_lag1,XOM_v_lag2,XOM_v_lag3,XOM_v_lag6,XOM_v_lag12,g_new_cars_raw,g_new_cars_lag1,g_new_cars_lag2,g_new_cars_lag3,g_new_cars_lag6,g_new_cars_lag12,g_used_cars_raw,g_used_cars_lag1,g_used_cars_lag2,g_used_cars_lag3,g_used_cars_lag6,g_used_cars_lag12,g_car_raw,g_car_lag1,g_car_lag2,g_car_lag3,g_car_lag6,g_car_lag12,g_car_for_sale_near_me_raw,g_car_for_sale_near_me_lag1,g_car_for_sale_near_me_lag2,g_car_for_sale_near_me_lag3,g_car_for_sale_near_me_lag6,g_car_for_sale_near_me_lag12,g_best_new_cars_raw,g_best_new_cars_lag1,g_best_new_cars_lag2,g_best_new_cars_lag3,g_best_new_cars_lag6,g_best_new_cars_lag12,g_tips_for_buying_a_car_raw,g_tips_for_buying_a_car_lag1,g_tips_for_buying_a_car_lag2,g_tips_for_buying_a_car_lag3,g_tips_for_buying_a_car_lag6,g_tips_for_buying_a_car_lag12,oil_raw,oil_lag1,oil_lag2,oil_lag3,oil_lag6,oil_lag12,ngf1_raw,ngf1_lag1,ngf1_lag2,ngf1_lag3,ngf1_lag6,ngf1_lag12,ngf2_raw,ngf2_lag1,ngf2_lag2,ngf2_lag3,ngf2_lag6,ngf2_lag12,bf90_raw,bf90_lag1,bf90_lag2,bf90_lag3,bf90_lag6,bf90_lag12,lhpi_raw,lhpi_lag1,lhpi_lag2,lhpi_lag3,lhpi_lag6,lhpi_lag12,shpi_raw,shpi_lag1,shpi_lag2,shpi_lag3,shpi_lag6,shpi_lag12,mfrm_raw,mfrm_lag1,mfrm_lag2,mfrm_lag3,mfrm_lag6,mfrm_lag12,lfrm_raw,lfrm_lag1,lfrm_lag2,lfrm_lag3,lfrm_lag6,lfrm_lag12,sfrm_raw,sfrm_lag1,sfrm_lag2,sfrm_lag3,sfrm_lag6,sfrm_lag12,random,auto
13,339,4.7,4.7,4.7,4.9,4.8,4.8,341.841,340.166,337.715,336.559,329.929,319.199,218011,218450,216703,234217,217997,226905,2.01,1.93,1.82,1.66,1.46,1.42,0.106,0.104,0.105,0.105,0.108,0.103,98.5,98.2,93.8,87.2,90,92,3479.7331390393,4073.6951829794702,3702.860262646721,3990.90035774819,3423.3578243015995,3248.98473614892,17.27,17.906,17.411,17.606,17.744,17.61,17.635,18.279,17.785,17.967,18.123,18.071,11.008,11.084,10.714,10.973,10.834,10.425,242600,264778,255154,275610,285160,239679,1.22,1.29,1.16,0.92,0.83,1.19,138.761,139.457,139.975,142.217,143.27,144.638,5.4,5.4,5.2,5.2,4.5,5.6,36.61,34.84,34.53,31.6,31.54,29.64,287447177,310498596,314360678,244459157,295967481,376807104,12.36,12.13,11.96,11.74,12.66,11.94,879357721,708873675,736810175,657576586,756129104,1087248662,251.93,213.69,189.4,197.73,234.79,191.2,100683220,87993345,98886097,92133590,74068654,79247152,53.12,48.65,44.66,43.87,53.35,43.25,18467582,18497339,23079426,18464132,25137021,39619066,7.295,8.13,8.19,8.18,7.38,9.07,1794491,2032812,2442303,1548795,2954695,733038,83.89,90.26,87.3,83.32,88.95,77.85,252493136,220099367,233092887,192009818,210596640,418878397,88,77,73,81,92,95,75,65,66,70,81,83,83,78,75,79,93,78,30,24,23,21,25,16,75,78,73,67,75,77,72,40,32,24,54,61,52.19,53.3,44.8,45.83,38.97,29.11,3.117,3.724,3.352,3.026,2.876,2.298,44,193,28,84,38,56,98.22,98.17,98.22,98.24,98.17,97.81,207.79546711,205.42592851,203.11719409,201.36615693,195.71031076,185.72183792,197.84808799,195.80018464,193.82771495,192.27456282,187.2566811,178.60739328,3.4,3.55,3.25,2.78,2.78,3.07,4.19,4.32,4.03,3.47,3.48,3.79,3.2,3.3,3.12,2.84,2.78,2.9,6.1492662890814245,414
14,347,4.6,4.7,4.7,4.7,4.9,4.9,342.428,341.841,340.166,337.715,332.204,321.916,221815,218011,218450,216703,219140,217371,2.02,2.01,1.93,1.82,1.47,1.31,0.106,0.106,0.104,0.105,0.108,0.103,96.3,98.5,98.2,93.8,89.8,91.7,3657.47804977865,3479.7331390393,4073.6951829794702,3702.860262646721,2476.00598329127,2923.24863313212,17.446,17.27,17.906,17.411,17.541,17.64,17.833,17.635,18.279,17.785,17.916,18.08,11.161,11.008,11.084,10.714,10.732,10.452,225644,242600,264778,255154,279213,223011,1.22,1.22,1.29,1.16,0.82,1.05,138.713,138.761,139.457,139.975,142.803,143.979,5.3,5.4,5.4,5.2,5,5.5,36.84,36.61,34.84,34.53,31.92,29.44,262935292,287447177,310498596,314360678,262301383,327501916,12.53,12.36,12.13,11.96,12.6,12.51,586125652,879357721,708873675,736810175,707254342,795712499,249.99,251.93,213.69,189.4,212.01,191.93,119540302,100683220,87993345,98886097,62291339,133705697,45.9,53.12,48.65,44.66,47.35,51.47,22825329,18467582,18497339,23079426,23977786,45371013,6.93,7.295,8.13,8.19,8.235,6.88,1995743,1794491,2032812,2442303,2007916,1159896,81.32,83.89,90.26,87.3,87.14,80.15,237324737,252493136,220099367,233092887,235401887,359922720,86,88,77,73,81,100,82,75,65,66,81,100,83,83,78,75,84,82,32,30,24,23,22,24,76,75,78,73,71,74,59,72,40,32,57,78,53.4,52.19,53.3,44.8,43.91,30.13,2.774,3.117,3.724,3.352,2.887,1.711,263,44,193,28,79,37,98.22,98.22,98.17,98.22,98.26,97.74,210.11986739,207.79546711,205.42592851,203.11719409,197.67419967,187.40812718,199.7760782,197.84808799,195.80018464,193.82771495,189.01483876,180.02937573,3.37,3.4,3.55,3.25,2.74,2.93,4.16,4.19,4.32,4.03,3.43,3.62,3.16,3.2,3.3,3.12,2.75,2.79,6.739001428941265,339
15,403,4.4,4.6,4.7,4.7,5,5,343.797,342.428,341.841,340.166,333.947,323.46,221965,221815,218011,218450,216058,216899,1.99,2.02,2.01,1.93,1.51,1.55,0.106,0.106,0.106,0.104,0.108,0.103,96.9,96.3,98.5,98.2,91.2,91,3200.26043827063,3657.47804977865,3479.7331390393,4073.6951829794702,4271.63993998293,3511.37841536052,16.604,17.446,17.27,17.906,17.574,16.826,16.995,17.833,17.635,18.279,17.948,17.289,10.514,11.161,11.008,11.084,10.643,9.965,268343,225644,242600,264778,262039,265147,1.17,1.22,1.22,1.29,0.86,1.01,139.232,138.713,138.761,139.457,144.851,143.659,5,5.3,5.4,5.4,5.2,5.5,35.36,36.84,36.61,34.84,31.77,31.43,397939019,262935292,287447177,310498596,299326071,269313331,11.64,12.53,12.36,12.13,12.07,13.5,952479867,586125652,879357721,708873675,715544543,722921118,278.3,249.99,251.93,213.69,204.03,229.77,107048530,119540302,100683220,87993345,70644512,102729544,42.29,45.9,53.12,48.65,48.71,46.68,23035879,22825329,18467582,18497339,17778089,33490119,7.18,6.93,7.295,8.13,7.62,7.82,2652600,1995743,1794491,2032812,1903656,580369,82.01,81.32,83.89,90.26,87.28,83.59,315580297,237324737,252493136,220099367,271594762,292523859,90,86,88,77,81,96,85,82,75,65,76,90,87,83,83,78,84,84,34,32,30,24,23,20,76,76,75,78,77,74,43,59,72,40,57,49,50.43,53.4,52.19,53.3,44.63,34.33,3.19,2.774,3.117,3.724,2.906,1.959,27,263,44,193,75,57,98.22,98.22,98.22,98.17,98.29,97.79,212.96668764,210.11986739,207.79546711,205.42592851,199.62387442,188.89622786,202.20038732,199.7760782,197.84808799,195.80018464,190.74210874,181.30546139,3.39,3.37,3.4,3.55,2.72,2.98,4.14,4.16,4.19,4.32,3.42,3.71,3.18,3.16,3.2,3.3,2.81,2.9,5.895737778395414,347
16,363,4.4,4.4,4.6,4.7,4.9,5.1,344.915,343.797,342.428,341.841,336.559,323.89,222025,221965,221815,218011,234217,228585,1.91,1.99,2.02,2.01,1.66,1.62,0.111,0.106,0.106,0.106,0.105,0.106,97,96.9,96.3,98.5,87.2,89,3632.58708793205,3200.26043827063,3657.47804977865,3479.7331390393,3990.90035774819,3490.46704407018,16.798,16.604,17.446,17.27,17.606,17.247,17.214,16.995,17.833,17.635,17.967,17.665,10.605,10.514,11.161,11.008,10.973,10.408,272864,268343,225644,242600,275610,269653,1.06,1.17,1.22,1.22,0.92,1.04,138.596,139.232,138.713,138.761,142.217,145.475,5.4,5,5.3,5.4,5.2,5,34.64,35.36,36.84,36.61,31.6,31.8,249119858,397939019,262935292,287447177,244459157,249296092,11.47,11.64,12.53,12.36,11.74,13.56,778529559,952479867,586125652,879357721,657576586,736025667,314.07,278.3,249.99,251.93,197.73,240.76,116249563,107048530,119540302,100683220,92133590,135507264,42,42.29,45.9,53.12,43.87,50.65,33487992,23035879,22825329,18467582,18464132,40381923,7.37,7.18,6.93,7.295,8.18,7.85,2716735,2652600,1995743,1794491,1548795,17463390,81.65,82.01,81.32,83.89,83.32,88.4,190786089,315580297,237324737,252493136,192009818,221772803,87,90,86,88,81,88,79,85,82,75,70,82,85,87,83,83,79,87,31,34,32,30,21,22,75,76,76,75,67,76,69,43,59,72,24,69,49.33,50.43,53.4,52.19,45.83,42.7,3.275,3.19,2.774,3.117,3.026,2.178,40,27,263,44,84,82,98.28,98.22,98.22,98.22,98.24,97.91,215.54238403,212.96668764,210.11986739,207.79546711,201.36615693,190.46548833,204.35460243,202.20038732,199.7760782,197.84808799,192.27456282,182.64666364,3.27,3.39,3.37,3.4,2.78,2.89,4.03,4.14,4.16,4.19,3.47,3.66,3.12,3.18,3.16,3.2,2.84,2.86,2.4707783246412873,403
17,416,4.4,4.4,4.4,4.6,4.7,4.8,347.695,344.915,343.797,342.428,337.715,325.611,222398,222025,221965,221815,216703,221991,1.83,1.91,1.99,2.02,1.82,1.6,0.112,0.111,0.106,0.106,0.105,0.108,97.1,97,96.9,96.3,93.8,94.7,3763.2775248213793,3632.58708793205,3200.26043827063,3657.47804977865,3702.860262646721,3509.8090759362103,16.751,16.798,16.604,17.446,17.411,17.288,17.158,17.214,16.995,17.833,17.785,17.697,10.708,10.605,10.514,11.161,10.714,10.402,281264,272864,268343,225644,255154,277972,1,1.06,1.17,1.22,1.16,0.99,138.601,138.596,139.232,138.713,139.975,146.416,5.1,5.4,5,5.3,5.2,5.1,33.93,34.64,35.36,36.84,34.53,31.28,320716494,249119858,397939019,262935292,314360678,210036448,11.12,11.47,11.64,12.53,11.96,13.49,856966785,778529559,952479867,586125652,736810175,543620741,341.01,314.07,278.3,249.99,189.4,223.23,145440756,116249563,107048530,119540302,98886097,103313344,39.52,42,42.29,45.9,44.66,50.44,29009122,33487992,23035879,22825329,23079426,23858141,6.79,7.37,7.18,6.93,8.19,8.465,2313322,2716735,2652600,1995743,2442303,3889735,80.5,81.65,82.01,81.32,87.3,89.02,215642979,190786089,315580297,237324737,233092887,219151343,89,87,90,86,73,90,84,79,85,82,66,84,95,85,87,83,75,88,36,31,34,32,23,24,81,75,76,76,73,74,41,69,43,59,32,49,48.69,49.33,50.43,53.4,44.8,45.15,3.07,3.275,3.19,2.774,3.352,2.288,71,40,27,263,28,180,98.28,98.28,98.22,98.22,98.22,98.01,217.75694332,215.54238403,212.96668764,210.11986739,203.11719409,192.32037012,206.17839642,204.35460243,202.20038732,199.7760782,193.82771495,184.28087151,3.19,3.27,3.39,3.37,3.25,2.89,3.95,4.03,4.14,4.16,4.03,3.64,3.07,3.12,3.18,3.16,3.12,2.87,7.816498727770522,363
18,327,4.3,4.4,4.4,4.4,4.7,4.9,349.889,347.695,344.915,343.797,340.166,327.301,238347,222398,222025,221965,218450,209356,1.73,1.83,1.91,1.99,1.93,1.47,0.112,0.112,0.111,0.106,0.104,0.108,95,97.1,97,96.9,98.2,93.5,3627.3960679806105,3763.2775248213793,3632.58708793205,3200.26043827063,4073.6951829794702,4118.60126374791,16.816,16.751,16.798,16.604,17.906,17.334,17.236,17.158,17.214,16.995,18.279,17.729,10.935,10.708,10.605,10.514,11.084,10.497,280290,281264,272864,268343,264778,276991,0.85,1,1.06,1.17,1.29,0.91,137.691,138.601,138.596,139.232,139.457,144.887,5.3,5.1,5.4,5,5.4,5.3,34.93,33.93,34.64,35.36,34.84,28.3,258917993,320716494,249119858,397939019,310498596,303545859,11.19,11.12,11.47,11.64,12.13,12.57,842118435,856966785,778529559,952479867,708873675,778108502,361.61,341.01,314.07,278.3,213.69,212.28,183792656,145440756,116249563,107048530,87993345,121687759,42.16,39.52,42,42.29,48.65,46.98,28602201,29009122,33487992,23035879,18497339,26540639,6.97,6.79,7.37,7.18,8.13,6.64,3100272,2313322,2716735,2652600,2032812,6558717,80.73,80.5,81.65,82.01,90.26,93.74,298607016,215642979,190786089,315580297,220099367,252308864,98,89,87,90,77,96,81,84,79,85,65,85,94,95,85,87,78,88,36,36,31,34,24,22,81,81,75,76,78,71,100,41,69,43,40,55,45.63,48.69,49.33,50.43,53.3,46.27,3.035,3.07,3.275,3.19,3.724,2.924,57,71,40,27,193,30,98.26,98.28,98.28,98.22,98.17,98.12,220.28635404,217.75694332,215.54238403,212.96668764,205.42592851,194.04819307,208.31137754,206.17839642,204.35460243,202.20038732,195.80018464,185.79902259,3.17,3.19,3.27,3.39,3.55,2.78,3.88,3.95,4.03,4.14,4.32,3.48,3.17,3.07,3.12,3.18,3.3,2.7,2.908693996956572,416
19,380,4.3,4.3,4.4,4.4,4.7,4.8,352.595,349.889,347.695,344.915,341.841,329.929,218978,238347,222398,222025,218011,217997,1.77,1.73,1.83,1.91,2.01,1.46,0.112,0.112,0.112,0.111,0.106,0.108,93.4,95,97.1,97,98.5,90,3798.6684518897,3627.3960679806105,3763.2775248213793,3632.58708793205,3479.7331390393,3423.3578243015995,16.844,16.816,16.751,16.798,17.27,17.744,17.253,17.236,17.158,17.214,17.635,18.123,10.851,10.935,10.708,10.605,11.008,10.834,288566,280290,281264,272864,242600,285160,0.95,0.85,1,1.06,1.22,0.83,136.872,137.691,138.601,138.596,138.761,143.27,5.8,5.3,5.1,5.4,5.4,4.5,35.98,34.93,33.93,34.64,36.61,31.54,202440408,258917993,320716494,249119858,287447177,295967481,11.22,11.19,11.12,11.47,12.36,12.66,691497692,842118435,856966785,778529559,879357721,756129104,323.47,361.61,341.01,314.07,251.93,234.79,180152458,183792656,145440756,116249563,100683220,74068654,42.38,42.16,39.52,42,53.12,53.35,23402892,28602201,29009122,33487992,18467582,25137021,7.51,6.97,6.79,7.37,7.295,7.38,2094105,3100272,2313322,2716735,1794491,2954695,80.04,80.73,80.5,81.65,83.89,88.95,198990525,298607016,215642979,190786089,252493136,210596640,92,98,89,87,88,92,84,81,84,79,75,81,98,94,95,85,83,93,38,36,36,31,30,25,85,81,81,75,75,75,68,100,41,69,72,54,49.97,45.63,48.69,49.33,52.19,38.97,2.794,3.035,3.07,3.275,3.117,2.876,79,57,71,40,44,38,98.29,98.26,98.28,98.28,98.22,98.17,222.5567783,220.28635404,217.75694332,215.54238403,207.79546711,195.71031076,210.23361428,208.31137754,206.17839642,204.35460243,197.84808799,187.2566811,3.2,3.17,3.19,3.27,3.4,2.78,3.92,3.88,3.95,4.03,4.19,3.48,3.18,3.17,3.07,3.12,3.2,2.78,8.679344113450497,327
20,361,4.4,4.3,4.3,4.4,4.6,4.9,354.637,352.595,349.889,347.695,342.428,332.204,223602,218978,238347,222398,221815,219140,1.78,1.77,1.73,1.83,2.02,1.47,0.112,0.112,0.112,0.112,0.106,0.108,96.8,93.4,95,97.1,96.3,89.8,4066.45037015684,3798.6684518897,3627.3960679806105,3763.2775248213793,3657.47804977865,2476.00598329127,16.642,16.844,16.816,16.751,17.446,17.541,17.067,17.253,17.236,17.158,17.833,17.916,10.658,10.851,10.935,10.708,11.161,10.732,282558,288566,280290,281264,225644,279213,0.87,0.95,0.85,1,1.22,0.82,136.875,136.872,137.691,138.601,138.713,142.803,6.1,5.8,5.3,5.1,5.3,5,36.54,35.98,34.93,33.93,36.84,31.92,191774490,202440408,258917993,320716494,262935292,262301383,11.03,11.22,11.19,11.12,12.53,12.6,752324160,691497692,842118435,856966785,586125652,707254342,355.9,323.47,361.61,341.01,249.99,212.01,132609393,180152458,183792656,145440756,119540302,62291339,45.37,42.38,42.16,39.52,45.9,47.35,54917161,23402892,28602201,29009122,22825329,23977786,7.33,7.51,6.97,6.79,6.93,8.235,2189114,2094105,3100272,2313322,1995743,2007916,76.33,80.04,80.73,80.5,81.32,87.14,218812051,198990525,298607016,215642979,237324737,235401887,86,92,98,89,86,81,81,84,81,84,82,81,93,98,94,95,83,84,41,38,36,36,32,22,85,85,81,81,76,71,57,68,100,41,59,57,49.36,49.97,45.63,48.69,53.4,43.91,3.04,2.794,3.035,3.07,2.774,2.887,70,79,57,71,263,79,98.25,98.29,98.26,98.28,98.22,98.26,224.60748726,222.5567783,220.28635404,217.75694332,210.11986739,197.67419967,211.97127025,210.23361428,208.31137754,206.17839642,199.7760782,189.01483876,3.12,3.2,3.17,3.19,3.37,2.74,3.82,3.92,3.88,3.95,4.16,3.43,3.14,3.18,3.17,3.07,3.16,2.75,8.167393602896482,380
21,398,4.3,4.4,4.3,4.3,4.4,5,357.257,354.637,352.595,349.889,343.797,333.947,228198,223602,218978,238347,221965,216058,1.83,1.78,1.77,1.73,1.99,1.51,0.112,0.112,0.112,0.112,0.106,0.108,95.1,96.8,93.4,95,96.9,91.2,3317.5423454771803,4066.45037015684,3798.6684518897,3627.3960679806105,3200.26043827063,4271.63993998293,17.908,16.642,16.844,16.816,16.604,17.574,18.331,17.067,17.253,17.236,16.995,17.948,11.525,10.658,10.851,10.935,10.514,10.643,265212,282558,288566,280290,268343,262039,0.82,0.87,0.95,0.85,1.17,0.86,135.033,136.875,136.872,137.691,139.232,144.851,5.3,6.1,5.8,5.3,5,5.2,40.38,36.54,35.98,34.93,35.36,31.77,265249552,191774490,202440408,258917993,397939019,299326071,11.97,11.03,11.22,11.19,11.64,12.07,675295082,752324160,691497692,842118435,952479867,715544543,341.1,355.9,323.47,361.61,278.3,204.03,110620352,132609393,180152458,183792656,107048530,70644512,47.46,45.37,42.38,42.16,42.29,48.71,24658310,54917161,23402892,28602201,23035879,17778089,7.62,7.33,7.51,6.97,7.18,7.62,1545698,2189114,2094105,3100272,2652600,1903656,81.98,76.33,80.04,80.73,82.01,87.28,210645599,218812051,198990525,298607016,315580297,271594762,87,86,92,98,90,81,72,81,84,81,85,76,83,93,98,94,87,84,37,41,38,36,34,23,84,85,85,81,76,77,55,57,68,100,43,57,55.2,49.36,49.97,45.63,50.43,44.63,3.007,3.04,2.794,3.035,3.19,2.906,26,70,79,57,27,75,98.22,98.25,98.29,98.26,98.22,98.29,226.94846027,224.60748726,222.5567783,220.28635404,212.96668764,199.62387442,213.99153798,211.97127025,210.23361428,208.31137754,202.20038732,190.74210874,3.13,3.12,3.2,3.17,3.39,2.72,3.83,3.82,3.92,3.88,4.14,3.42,3.2,3.14,3.18,3.17,3.18,2.81,5.503906903555617,361
22,330,4.2,4.3,4.4,4.3,4.4,4.9,359.278,357.257,354.637,352.595,344.915,336.559,229757,228198,223602,218978,222025,234217,1.86,1.83,1.78,1.77,1.91,1.66,0.109,0.112,0.112,0.112,0.111,0.105,100.7,95.1,96.8,93.4,97,87.2,4352.7457098653,3317.5423454771803,4066.45037015684,3798.6684518897,3632.58708793205,3990.90035774819,17.909,17.908,16.642,16.844,16.798,17.606,18.334,18.331,17.067,17.253,17.214,17.967,11.71,11.525,10.658,10.851,10.605,10.973,278888,265212,282558,288566,272864,275610,0.81,0.82,0.87,0.95,1.06,0.92,137.803,135.033,136.875,136.872,138.596,142.217,5.5,5.3,6.1,5.8,5.4,5.2,42.98,40.38,36.54,35.98,34.64,31.6,350954575,265249552,191774490,202440408,249119858,244459157,12.27,11.97,11.03,11.22,11.47,11.74,856745414,675295082,752324160,691497692,778529559,657576586,331.53,341.1,355.9,323.47,314.07,197.73,121524280,110620352,132609393,180152458,116249563,92133590,47.4,47.46,45.37,42.38,42,43.87,18060828,24658310,54917161,23402892,33487992,18464132,7.16,7.62,7.33,7.51,7.37,8.18,28163046,1545698,2189114,2094105,2716735,1548795,83.35,81.98,76.33,80.04,81.65,83.32,166855062,210645599,218812051,198990525,190786089,192009818,83,87,86,92,87,81,72,72,81,84,79,70,84,83,93,98,85,79,39,37,41,38,31,21,80,84,85,85,75,67,50,55,57,68,69,24,58.53,55.2,49.36,49.97,49.33,45.83,2.896,3.007,3.04,2.794,3.275,3.026,49,26,70,79,40,84,98.28,98.22,98.25,98.29,98.28,98.24,229.38930317,226.94846027,224.60748726,222.5567783,215.54238403,201.36615693,216.11858573,213.99153798,211.97127025,210.23361428,204.35460243,192.27456282,3.25,3.13,3.12,3.2,3.27,2.78,3.94,3.83,3.82,3.92,4.03,3.47,3.21,3.2,3.14,3.18,3.12,2.84,9.16794149344787,398
23,413,4.2,4.2,4.3,4.4,4.4,4.7,363.236,359.278,357.257,354.637,347.695,337.715,229646,229757,228198,223602,222398,216703,1.85,1.86,1.83,1.78,1.83,1.82,0.109,0.109,0.112,0.112,0.112,0.105,98.5,100.7,95.1,96.8,97.1,93.8,4025.00510050758,4352.7457098653,3317.5423454771803,4066.45037015684,3763.2775248213793,3702.860262646721,17.47,17.909,17.908,16.642,16.751,17.411,17.914,18.334,18.331,17.067,17.158,17.785,11.456,11.71,11.525,10.658,10.708,10.714,258159,278888,265212,282558,281264,255154,0.65,0.81,0.82,0.87,1,1.16,138.261,137.803,135.033,136.875,138.601,139.975,4.8,5.5,5.3,6.1,5.1,5.2,43.09,42.98,40.38,36.54,33.93,34.53,261251249,350954575,265249552,191774490,320716494,314360678,12.52,12.27,11.97,11.03,11.12,11.96,686677554,856745414,675295082,752324160,856966785,736810175,308.85,331.53,341.1,355.9,341.01,189.4,146728325,121524280,110620352,132609393,145440756,98886097,55.37,47.4,47.46,45.37,39.52,44.66,25861482,18060828,24658310,54917161,29009122,23079426,6.688,7.16,7.62,7.33,6.79,8.19,1522030,28163046,1545698,2189114,2313322,2442303,83.29,83.35,81.98,76.33,80.5,87.3,189482141,166855062,210645599,218812051,215642979,233092887,74,83,87,86,89,73,72,72,72,81,84,66,84,84,83,93,95,75,34,39,37,41,36,23,78,80,84,85,81,73,64,50,55,57,41,32,61.06,58.53,55.2,49.36,48.69,44.8,3.025,2.896,3.007,3.04,3.07,3.352,147,49,26,70,71,28,98.25,98.28,98.22,98.25,98.28,98.22,231.91531984,229.38930317,226.94846027,224.60748726,217.75694332,203.11719409,218.38958888,216.11858573,213.99153798,211.97127025,206.17839642,193.82771495,3.3,3.25,3.13,3.12,3.19,3.25,3.9,3.94,3.83,3.82,3.95,4.03,3.32,3.21,3.2,3.14,3.07,3.12,8.73996757552959,330
24,466,4.1,4.2,4.2,4.3,4.3,4.7,365.801,363.236,359.278,357.257,349.889,340.166,239903,229646,229757,228198,238347,218450,1.9,1.85,1.86,1.83,1.73,1.93,0.109,0.109,0.109,0.112,0.112,0.104,95.9,98.5,100.7,95.1,95,98.2,3528.94117380089,4025.00510050758,4352.7457098653,3317.5423454771803,3627.3960679806105,4073.6951829794702,17.343,17.47,17.909,17.908,16.816,17.906,17.801,17.914,18.334,18.331,17.236,18.279,11.599,11.456,11.71,11.525,10.935,11.084,267958,258159,278888,265212,280290,264778,0.56,0.65,0.81,0.82,0.85,1.29,138.123,138.261,137.803,135.033,137.691,139.457,5.6,4.8,5.5,5.3,5.3,5.4,40.99,43.09,42.98,40.38,34.93,34.84,225927842,261251249,350954575,265249552,258917993,310498596,12.49,12.52,12.27,11.97,11.19,12.13,583917952,686677554,856745414,675295082,842118435,708873675,311.35,308.85,331.53,341.1,361.61,213.69,109078772,146728325,121524280,110620352,183792656,87993345,51.33,55.37,47.4,47.46,42.16,48.65,15622441,25861482,18060828,24658310,28602201,18497339,6.64,6.688,7.16,7.62,6.97,8.13,1104789,1522030,28163046,1545698,3100272,2032812,83.64,83.29,83.35,81.98,80.73,90.26,214767942,189482141,166855062,210645599,298607016,220099367,74,74,83,87,98,77,67,72,72,72,81,65,79,84,84,83,94,78,33,34,39,37,36,24,75,78,80,84,81,78,48,64,50,55,100,40,64.47,61.06,58.53,55.2,45.63,53.3,2.953,3.025,2.896,3.007,3.035,3.724,214,147,49,26,57,193,98.22,98.25,98.28,98.22,98.26,98.17,234.28805191,231.91531984,229.38930317,226.94846027,220.28635404,205.42592851,220.52479346,218.38958888,216.11858573,213.99153798,208.31137754,195.80018464,3.44,3.3,3.25,3.13,3.17,3.55,3.99,3.9,3.94,3.83,3.88,4.32,3.47,3.32,3.21,3.2,3.17,3.3,4.713438956299797,413
